commenter,responds_to,is_root_comment,post_id,created_utc,score
ChicoNarnia,stayreasoning,True,qdpsin,1634950937.0,4
elvelazco,stayreasoning,True,qdpsin,1634994905.0,4
Crashgold20,stayreasoning,True,qdpsin,1634993582.0,3
Lucho358,stayreasoning,True,qdpsin,1634939449.0,2
Pepfrog97,stayreasoning,True,qdpsin,1634949439.0,2
elvelazco,stayreasoning,True,qdpsin,1634994982.0,2
Chancholitro,stayreasoning,True,qdpsin,1635014880.0,2
melero99,stayreasoning,True,qdpsin,1635021123.0,2
Freeman43212925,stayreasoning,True,qdpsin,1635025857.0,2
No-Direction3939,CarpincherU,False,qdpsin,1634938179.0,18
stayreasoning,Ya_boy_Max,False,qdpsin,1634949115.0,2
stayreasoning,AntiJotape,False,qdpsin,1634948348.0,1
stayreasoning,Pepfrog97,False,qdpsin,1634961570.0,2
stayreasoning,Chancholitro,False,qdpsin,1635039395.0,2
estoxzeroo,No-Direction3939,False,qdpsin,1634942342.0,3
moy--,etesz,True,qdom9d,1634943363.0,2
lito1515,etesz,True,qdom9d,1634948086.0,1
geniowe2002,etesz,True,qdom9d,1634934923.0,0
etesz,geniowe2002,False,qdom9d,1634935547.0,0
foothills_guide,LarriqueRulemanes,True,qdo1vw,1634932999.0,4
tonterias,LarriqueRulemanes,True,qdo1vw,1634933553.0,11
bot_canillita,LarriqueRulemanes,True,qdo1vw,1634930128.0,1
bot_canillita,bot_canillita,False,qdo1vw,1634930129.0,1
ShepardUY2200,ThatwasGibberish,True,qdm0zn,1634927377.0,61
Morningstardom,ThatwasGibberish,True,qdm0zn,1634928450.0,16
dpx92,ThatwasGibberish,True,qdm0zn,1634924738.0,15
Gobeltik,ThatwasGibberish,True,qdm0zn,1634926849.0,25
terryheavy,ThatwasGibberish,True,qdm0zn,1634941254.0,5
empleadoEstatal,ThatwasGibberish,True,qdm0zn,1634945518.0,5
uliseswfer,ThatwasGibberish,True,qdm0zn,1634941547.0,4
Marce1714,ThatwasGibberish,True,qdm0zn,1634993582.0,3
marconovino,ThatwasGibberish,True,qdm0zn,1634924495.0,7
Lucas-P,ThatwasGibberish,True,qdm0zn,1634925408.0,4
potencia2001,ThatwasGibberish,True,qdm0zn,1634958053.0,0
Dear_Ad_3860,ThatwasGibberish,True,qdm0zn,1635122708.0,1
Gobeltik,Gobeltik,False,qdm0zn,1634926890.0,36
geniowe2002,Gobeltik,False,qdm0zn,1634943468.0,4
ThatwasGibberish,Gobeltik,False,qdm0zn,1634935339.0,-3
invalidusernaem,Gobeltik,False,qdm0zn,1634950953.0,1
elmange,empleadoEstatal,False,qdm0zn,1635000397.0,3
Akamaramas,Lucas-P,False,qdm0zn,1634928318.0,11
guiblauser,Lucas-P,False,qdm0zn,1634930688.0,5
Thesencillitas,potencia2001,False,qdm0zn,1634968064.0,3
empleadoEstatal,elmange,False,qdm0zn,1635023496.0,2
Morningstardom,Akamaramas,False,qdm0zn,1634928395.0,14
Lucas-P,Akamaramas,False,qdm0zn,1634930424.0,3
potencia2001,Thesencillitas,False,qdm0zn,1634986103.0,0
canofpesto,Lucas-P,False,qdm0zn,1634987187.0,1
Material-Upstairs-84,potencia2001,False,qdm0zn,1634991292.0,4
Thesencillitas,potencia2001,False,qdm0zn,1635000826.0,2
Thesencillitas,Material-Upstairs-84,False,qdm0zn,1635000869.0,1
potencia2001,Material-Upstairs-84,False,qdm0zn,1634996151.0,-1
Material-Upstairs-84,Thesencillitas,False,qdm0zn,1635011119.0,2
potencia2001,Thesencillitas,False,qdm0zn,1635015233.0,2
Material-Upstairs-84,potencia2001,False,qdm0zn,1634996605.0,1
Thesencillitas,Material-Upstairs-84,False,qdm0zn,1635012332.0,1
Thesencillitas,potencia2001,False,qdm0zn,1635047075.0,2
holapantufla,potencia2001,False,qdm0zn,1635023582.0,2
potencia2001,Material-Upstairs-84,False,qdm0zn,1635015607.0,1
potencia2001,Thesencillitas,False,qdm0zn,1635069458.0,1
potencia2001,holapantufla,False,qdm0zn,1635028003.0,0
Material-Upstairs-84,potencia2001,False,qdm0zn,1635024169.0,1
potencia2001,Material-Upstairs-84,False,qdm0zn,1635028060.0,1
bot_canillita,NaBUru38,True,qdl6xk,1634921849.0,1
Coloradodeomar,kafka0011,True,qdktp7,1634921589.0,22
jpuru,kafka0011,True,qdktp7,1634922496.0,56
leojg,kafka0011,True,qdktp7,1634923826.0,8
_denebola_,kafka0011,True,qdktp7,1634928917.0,3
ViudaParaguaya,kafka0011,True,qdktp7,1634921863.0,19
Material-Upstairs-84,kafka0011,True,qdktp7,1634936879.0,9
Lucas-P,kafka0011,True,qdktp7,1634925920.0,2
NaBUru38,kafka0011,True,qdktp7,1634929034.0,2
gmuslera,kafka0011,True,qdktp7,1634923098.0,1
LeanNara,kafka0011,True,qdktp7,1634933639.0,1
ElLujoEsVulgaridad,kafka0011,True,qdktp7,1634921274.0,-4
fifin,kafka0011,True,qdktp7,1634936673.0,1
Pochikpo,kafka0011,True,qdktp7,1634981792.0,1
Motor-Ad2299,kafka0011,True,qdktp7,1634984608.0,1
Toxe_98,kafka0011,True,qdktp7,1634999294.0,1
HorugeRuisoUy,kafka0011,True,qdktp7,1635009569.0,1
Ominous77,kafka0011,True,qdktp7,1635013730.0,1
Andrew-Leftovers,kafka0011,True,qdktp7,1635027607.0,1
Rodos_SVP,kafka0011,True,qdktp7,1635035101.0,1
MrLangosta,kafka0011,True,qdktp7,1634922433.0,0
UruGUY98,kafka0011,True,qdktp7,1634932344.0,0
smarti23,jpuru,False,qdktp7,1634925500.0,7
Yupi-Destiny,jpuru,False,qdktp7,1634923733.0,2
adipower199,jpuru,False,qdktp7,1634953772.0,2
sebaborghi,leojg,False,qdktp7,1634996510.0,3
kelukeluke,ViudaParaguaya,False,qdktp7,1634924889.0,1
kafka0011,ViudaParaguaya,False,qdktp7,1634927111.0,0
Doc-Frank,Material-Upstairs-84,False,qdktp7,1635009514.0,1
sebaborghi,Material-Upstairs-84,False,qdktp7,1635025499.0,1
UruGUY98,NaBUru38,False,qdktp7,1634932454.0,4
qwemateo13,smarti23,False,qdktp7,1634935998.0,7
ViudaParaguaya,kafka0011,False,qdktp7,1634932475.0,1
smarti23,qwemateo13,False,qdktp7,1634936112.0,6
Armh1299,qwemateo13,False,qdktp7,1634937572.0,0
qwemateo13,smarti23,False,qdktp7,1634936275.0,4
FedeFSA,smarti23,False,qdktp7,1634941865.0,2
smarti23,FedeFSA,False,qdktp7,1634941960.0,4
FedeFSA,smarti23,False,qdktp7,1634942377.0,5
bot_canillita,NaBUru38,True,qdka4c,1634919209.0,1
UruGUY98,NaBUru38,True,qdka4c,1634932504.0,1
Toxe_98,NaBUru38,True,qdka4c,1634938720.0,1
thewolverin3,LarriqueRulemanes,True,qdjuju,1634918086.0,14
DynaMenace,LarriqueRulemanes,True,qdjuju,1634937822.0,3
goncri,LarriqueRulemanes,True,qdjuju,1634928567.0,1
Old-Wind3702,LarriqueRulemanes,True,qdjuju,1634928812.0,1
terryheavy,LarriqueRulemanes,True,qdjuju,1634941587.0,1
Fearless_Goose3004,LarriqueRulemanes,True,qdjuju,1634944109.0,1
Del_to_ya,LarriqueRulemanes,True,qdjuju,1634918575.0,-7
LarriqueRulemanes,thewolverin3,False,qdjuju,1634918440.0,2
Pica-piedra,thewolverin3,False,qdjuju,1634920469.0,1
AntiJotape,thewolverin3,False,qdjuju,1634941507.0,1
m0l0t0v1234,goncri,False,qdjuju,1634936298.0,2
goncri,Fearless_Goose3004,False,qdjuju,1635022021.0,1
AntiJotape,Del_to_ya,False,qdjuju,1634941559.0,4
orasio,Pica-piedra,False,qdjuju,1634933489.0,3
Tausto,LarriqueRulemanes,True,qdjrxw,1634920979.0,21
Lucas-P,LarriqueRulemanes,True,qdjrxw,1634925993.0,15
MakZoz-25,LarriqueRulemanes,True,qdjrxw,1634921871.0,12
SVPPB,LarriqueRulemanes,True,qdjrxw,1634934136.0,8
CalamarinoDanzante,LarriqueRulemanes,True,qdjrxw,1634934502.0,3
Single_Conference465,LarriqueRulemanes,True,qdjrxw,1634959485.0,3
ElGordoQuePrograma,LarriqueRulemanes,True,qdjrxw,1634932967.0,5
leandruskis,guille_ur,True,qdj9kz,1634916962.0,27
arturocan,guille_ur,True,qdj9kz,1634923316.0,12
AspectWrong391,guille_ur,True,qdj9kz,1634950171.0,4
Made_In_Korea,guille_ur,True,qdj9kz,1634918381.0,9
diegoxuru,guille_ur,True,qdj9kz,1634932961.0,3
guille_ur,guille_ur,True,qdj9kz,1634918654.0,8
bot_canillita,guille_ur,True,qdj9kz,1634916328.0,2
gmuslera,guille_ur,True,qdj9kz,1634918062.0,2
NaBUru38,guille_ur,True,qdj9kz,1634919334.0,1
DesdeMarte,guille_ur,True,qdj9kz,1634930027.0,3
guille_ur,arturocan,False,qdj9kz,1634951030.0,3
guille_ur,Made_In_Korea,False,qdj9kz,1634919566.0,1
Curious_Parsley,guille_ur,False,qdj9kz,1634920431.0,9
vinacho,gmuslera,False,qdj9kz,1634924407.0,8
vinacho,DesdeMarte,False,qdj9kz,1634939548.0,5
guiblauser,guille_ur,False,qdj9kz,1634927759.0,7
nacho013,guille_ur,False,qdj9kz,1634920555.0,5
gmuslera,vinacho,False,qdj9kz,1634924681.0,6
mixedCase_,vinacho,False,qdj9kz,1634925672.0,0
DesdeMarte,vinacho,False,qdj9kz,1634942941.0,3
JPHierophant,nacho013,False,qdj9kz,1634925119.0,8
orasio,gmuslera,False,qdj9kz,1634934113.0,8
vinacho,gmuslera,False,qdj9kz,1634929437.0,2
vinacho,mixedCase_,False,qdj9kz,1634929597.0,6
orasio,JPHierophant,False,qdj9kz,1634933668.0,7
nacho013,JPHierophant,False,qdj9kz,1634930058.0,1
orasio,JPHierophant,False,qdj9kz,1635012958.0,1
gmuslera,orasio,False,qdj9kz,1634934409.0,-2
RecommendationNo33,orasio,False,qdj9kz,1635024331.0,1
mixedCase_,vinacho,False,qdj9kz,1634937320.0,2
JPHierophant,orasio,False,qdj9kz,1634934121.0,3
tonterias,orasio,False,qdj9kz,1634933912.0,5
vinacho,orasio,False,qdj9kz,1634939696.0,2
JPHierophant,nacho013,False,qdj9kz,1634937343.0,5
orasio,gmuslera,False,qdj9kz,1634935677.0,6
orasio,RecommendationNo33,False,qdj9kz,1635025505.0,1
orasio,RecommendationNo33,False,qdj9kz,1635037560.0,1
vinacho,mixedCase_,False,qdj9kz,1634939228.0,6
orasio,tonterias,False,qdj9kz,1634936517.0,3
ToMateUnMateOUnChori,vinacho,False,qdj9kz,1634939723.0,2
nacho013,JPHierophant,False,qdj9kz,1634949541.0,1
vinacho,orasio,False,qdj9kz,1634939424.0,4
RecommendationNo33,orasio,False,qdj9kz,1635082022.0,2
RecommendationNo33,orasio,False,qdj9kz,1635081688.0,1
tonterias,orasio,False,qdj9kz,1634939585.0,2
guille_ur,nacho013,False,qdj9kz,1634952341.0,1
orasio,RecommendationNo33,False,qdj9kz,1635092020.0,1
RecommendationNo33,orasio,False,qdj9kz,1635093946.0,1
LeanNara,quentinsape,True,qdj5or,1634930798.0,4
Megumi_chef,quentinsape,True,qdj5or,1634939934.0,3
TrogloditadelaCueva,quentinsape,True,qdj5or,1634918029.0,2
marconovino,quentinsape,True,qdj5or,1634925115.0,2
darkyoruga,quentinsape,True,qdj5or,1634916609.0,1
empleadoEstatal,quentinsape,True,qdj5or,1634945759.0,1
MaxiroUy,Sssebita97,True,qdiv8o,1634921581.0,14
Sssebita97,Sssebita97,True,qdiv8o,1634915148.0,3
ViciousMind,Sssebita97,True,qdiv8o,1634935588.0,1
tonterias,Sssebita97,True,qdiv8o,1634950403.0,1
Pica-piedra,Sssebita97,True,qdiv8o,1634957176.0,1
No-Ad4439,Sssebita97,True,qdiv8o,1634933182.0,-2
Mage_Ozz,MaxiroUy,False,qdiv8o,1634935896.0,5
GoDiegoGo_uy,ViciousMind,False,qdiv8o,1634936164.0,5
invalidusernaem,tonterias,False,qdiv8o,1634951214.0,1
GoDiegoGo_uy,No-Ad4439,False,qdiv8o,1634936107.0,5
MaxiroUy,Mage_Ozz,False,qdiv8o,1634946472.0,2
Sssebita97,Mage_Ozz,False,qdiv8o,1634941611.0,0
ViciousMind,GoDiegoGo_uy,False,qdiv8o,1634938075.0,3
fullup72,MaxiroUy,False,qdiv8o,1634962568.0,2
Sssebita97,ViciousMind,False,qdiv8o,1634941680.0,2
ViciousMind,Sssebita97,False,qdiv8o,1634943023.0,2
Ok-Ad-1138,DiabolicZyrox,True,qd4m8i,1634914595.0,2
DiabolicZyrox,Ok-Ad-1138,False,qd4m8i,1634954963.0,1
LarriqueRulemanes,Mekong4321,True,qd39l9,1634913546.0,14
tonterias,Mekong4321,True,qd39l9,1634934016.0,5
Del_to_ya,Mekong4321,True,qd39l9,1634920158.0,3
The-H007,Mekong4321,True,qd39l9,1634945363.0,1
empleadoEstatal,Mekong4321,True,qd39l9,1634946004.0,1
reditusername2,Brilliant_Relief_931,True,qd911z,1634936038.0,5
Gabbr_,Brilliant_Relief_931,True,qd911z,1634917418.0,4
ELCORSA,Brilliant_Relief_931,True,qd911z,1634913279.0,7
astravioleta,Brilliant_Relief_931,True,qd911z,1634941138.0,2
Brilliant_Relief_931,reditusername2,False,qd911z,1634942172.0,1
Brilliant_Relief_931,Gabbr_,False,qd911z,1634942274.0,2
Brilliant_Relief_931,astravioleta,False,qd911z,1634942239.0,1
ssdh395,Mujer_Arania,True,qdhqay,1634914546.0,63
facuuuundo,Mujer_Arania,True,qdhqay,1634913264.0,27
Morningstardom,Mujer_Arania,True,qdhqay,1634915316.0,22
AdmiralKeg,Mujer_Arania,True,qdhqay,1634915545.0,13
Pepe-Banana,Mujer_Arania,True,qdhqay,1634920125.0,12
BorderFlock,Mujer_Arania,True,qdhqay,1634912933.0,4
gmuslera,Mujer_Arania,True,qdhqay,1634915185.0,3
Gavb238,Mujer_Arania,True,qdhqay,1634916687.0,3
RobleViejo,Mujer_Arania,True,qdhqay,1634914398.0,2
potencia2001,Mujer_Arania,True,qdhqay,1634914923.0,2
endsendo,Mujer_Arania,True,qdhqay,1634919924.0,2
elmonetta,Mujer_Arania,True,qdhqay,1634930186.0,2
Jonakss,Mujer_Arania,True,qdhqay,1634932527.0,2
bruhboiZ,Mujer_Arania,True,qdhqay,1634932639.0,2
LeanNara,Mujer_Arania,True,qdhqay,1634933352.0,2
ELCORSA,Mujer_Arania,True,qdhqay,1634913148.0,2
Sssebita97,Mujer_Arania,True,qdhqay,1634915227.0,1
sebanico99,Mujer_Arania,True,qdhqay,1634915407.0,1
AlexisGPS_UY,Mujer_Arania,True,qdhqay,1634918084.0,1
NaBUru38,Mujer_Arania,True,qdhqay,1634918141.0,1
Joaco1478XD,Mujer_Arania,True,qdhqay,1634918452.0,1
NegotiationSea357,Mujer_Arania,True,qdhqay,1634922742.0,1
Diego110,Mujer_Arania,True,qdhqay,1634924115.0,1
Frodo2412,Mujer_Arania,True,qdhqay,1634935695.0,1
uruguayan_boi,Mujer_Arania,True,qdhqay,1634945151.0,1
empleadoEstatal,Mujer_Arania,True,qdhqay,1634946453.0,1
Fostire,facuuuundo,False,qdhqay,1634917644.0,14
Mujer_Arania,facuuuundo,False,qdhqay,1634918559.0,0
Julie-1996,Morningstardom,False,qdhqay,1634925685.0,7
Toxe_98,Morningstardom,False,qdhqay,1634926426.0,4
Diabeanie33,Morningstardom,False,qdhqay,1634930581.0,2
todobanners,Morningstardom,False,qdhqay,1634993965.0,1
RicardoURU,AdmiralKeg,False,qdhqay,1634915831.0,35
HorugeRuisoUy,Pepe-Banana,False,qdhqay,1634929821.0,11
Morningstardom,Pepe-Banana,False,qdhqay,1634931970.0,4
EvilDead91,Pepe-Banana,False,qdhqay,1634934583.0,5
LeanNara,Pepe-Banana,False,qdhqay,1634933389.0,2
-FlawlessVictory-,BorderFlock,False,qdhqay,1634919527.0,2
Fostire,Gavb238,False,qdhqay,1634917851.0,3
HorugeRuisoUy,potencia2001,False,qdhqay,1634929856.0,2
Mujer_Arania,sebanico99,False,qdhqay,1634918607.0,1
Mujer_Arania,NaBUru38,False,qdhqay,1634918617.0,2
ideka,Fostire,False,qdhqay,1634924261.0,8
Pepe-Banana,HorugeRuisoUy,False,qdhqay,1634931453.0,1
Pepe-Banana,Morningstardom,False,qdhqay,1634936338.0,3
EvilDead91,LeanNara,False,qdhqay,1634934624.0,2
Pepe-Banana,LeanNara,False,qdhqay,1634936383.0,2
BorderFlock,-FlawlessVictory-,False,qdhqay,1634921614.0,5
Fostire,ideka,False,qdhqay,1634925965.0,10
LeanNara,Pepe-Banana,False,qdhqay,1634936911.0,3
-FlawlessVictory-,BorderFlock,False,qdhqay,1634925568.0,3
KingDiamondURU666,randy1301,True,qdhktd,1634925526.0,2
Urunabo,KingDiamondURU666,False,qdhktd,1634950104.0,1
KingDiamondURU666,Urunabo,False,qdhktd,1634951943.0,1
Pdr1to,LarriqueRulemanes,True,qdhf2x,1634931248.0,8
Gustavo-SC,LarriqueRulemanes,True,qdhf2x,1634913285.0,18
KingDiamondURU666,LarriqueRulemanes,True,qdhf2x,1634925666.0,16
wm1293,LarriqueRulemanes,True,qdhf2x,1634991479.0,4
bot_canillita,LarriqueRulemanes,True,qdhf2x,1634910809.0,10
moy--,LarriqueRulemanes,True,qdhf2x,1634913666.0,23
IcaroGoteando,LarriqueRulemanes,True,qdhf2x,1634933475.0,12
POLIESTERxD,LarriqueRulemanes,True,qdhf2x,1634954029.0,4
vinacho,LarriqueRulemanes,True,qdhf2x,1634912306.0,1
Maurarias,LarriqueRulemanes,True,qdhf2x,1634911253.0,-15
estoxzeroo,Gustavo-SC,False,qdhf2x,1634932670.0,2
tonterias,moy--,False,qdhf2x,1634935260.0,9
ElMasApan,moy--,False,qdhf2x,1634944276.0,2
VachelliaCaven,POLIESTERxD,False,qdhf2x,1634986086.0,3
tonterias,VachelliaCaven,False,qdhf2x,1635006248.0,2
POLIESTERxD,VachelliaCaven,False,qdhf2x,1635006911.0,1
gmuslera,Ominous77,True,qdh4tz,1634915550.0,8
bot_canillita,Ominous77,True,qdh4tz,1634909908.0,1
notzonan,gmuslera,False,qdh4tz,1634934320.0,4
Maruko-theFormal,Remote_Radish976,True,qdh44o,1634916249.0,15
dantecapybara,Remote_Radish976,True,qdh44o,1634909982.0,11
goncri,Remote_Radish976,True,qdh44o,1634928657.0,2
guille_ur,Remote_Radish976,True,qdh44o,1634912586.0,2
oliveruy23,Remote_Radish976,True,qdh44o,1634925039.0,1
TrogloditadelaCueva,dantecapybara,False,qdh44o,1634913007.0,3
reditusername2,dantecapybara,False,qdh44o,1634930238.0,1
Remote_Radish976,TrogloditadelaCueva,False,qdh44o,1634914128.0,2
TrogloditadelaCueva,Remote_Radish976,False,qdh44o,1634916242.0,3
leandrogoe,Remote_Radish976,False,qdh44o,1634956633.0,1
dude_in_the_mansuit,Remote_Radish976,False,qdh44o,1634915907.0,0
gustavo-mnz,More_Magician_3696,True,qdg029,1634906825.0,6
Franmodd,More_Magician_3696,True,qdg029,1634912339.0,6
LarriqueRulemanes,More_Magician_3696,True,qdg029,1634910512.0,3
LeanNara,More_Magician_3696,True,qdg029,1634909202.0,2
Gaston004,More_Magician_3696,True,qdg029,1634911339.0,2
lito1515,More_Magician_3696,True,qdg029,1634914444.0,2
darkyoruga,More_Magician_3696,True,qdg029,1634911971.0,1
More_Magician_3696,More_Magician_3696,True,qdg029,1634934808.0,1
empleadoEstatal,More_Magician_3696,True,qdg029,1634948190.0,1
leandruskis,gustavo-mnz,False,qdg029,1634909578.0,3
GFischerUY,gustavo-mnz,False,qdg029,1634912566.0,3
Franmodd,Franmodd,False,qdg029,1634912777.0,3
dude_in_the_mansuit,Franmodd,False,qdg029,1634914131.0,1
gustavo-mnz,leandruskis,False,qdg029,1634915615.0,2
gustavo-mnz,GFischerUY,False,qdg029,1634918844.0,2
Franmodd,dude_in_the_mansuit,False,qdg029,1634917884.0,1
leandruskis,gustavo-mnz,False,qdg029,1634916553.0,3
dude_in_the_mansuit,Franmodd,False,qdg029,1634918020.0,1
ElGordoQuePrograma,Ominous77,True,qdew1m,1634907960.0,23
vinacho,Ominous77,True,qdew1m,1634907442.0,7
canadawastoocold,Ominous77,True,qdew1m,1634909144.0,7
LeanNara,Ominous77,True,qdew1m,1634909443.0,18
GreenKotlin,Ominous77,True,qdew1m,1634910098.0,14
mocheta,Ominous77,True,qdew1m,1634907641.0,6
Hurso81,Ominous77,True,qdew1m,1634925117.0,4
bot_canillita,Ominous77,True,qdew1m,1634902168.0,1
guille_ur,Ominous77,True,qdew1m,1634912935.0,1
BorderFlock,ElGordoQuePrograma,False,qdew1m,1634913491.0,8
LeanNara,ElGordoQuePrograma,False,qdew1m,1634909461.0,0
ElGordoQuePrograma,canadawastoocold,False,qdew1m,1634912611.0,2
Ominous77,canadawastoocold,False,qdew1m,1634943570.0,0
UruGUY98,GreenKotlin,False,qdew1m,1634919868.0,7
Ominous77,GreenKotlin,False,qdew1m,1634943537.0,0
ElGordoQuePrograma,mocheta,False,qdew1m,1634912598.0,5
william_mvd,guille_ur,False,qdew1m,1634949475.0,0
ElGordoQuePrograma,LeanNara,False,qdew1m,1634909631.0,8
canadawastoocold,ElGordoQuePrograma,False,qdew1m,1634916729.0,7
GreenKotlin,UruGUY98,False,qdew1m,1634931554.0,4
mocheta,ElGordoQuePrograma,False,qdew1m,1634946944.0,2
guille_ur,william_mvd,False,qdew1m,1634949798.0,1
7TB,ElGordoQuePrograma,False,qdew1m,1634917649.0,5
RicardoURU,ElGordoQuePrograma,False,qdew1m,1634920812.0,4
CalamarinoDanzante,ElGordoQuePrograma,False,qdew1m,1634911923.0,2
Toxe_98,ElGordoQuePrograma,False,qdew1m,1634912885.0,1
ElGordoQuePrograma,canadawastoocold,False,qdew1m,1634917293.0,1
UruGUY98,GreenKotlin,False,qdew1m,1634931720.0,5
ElGordoQuePrograma,7TB,False,qdew1m,1634917800.0,5
ElGordoQuePrograma,Toxe_98,False,qdew1m,1634917254.0,4
canadawastoocold,ElGordoQuePrograma,False,qdew1m,1634919652.0,0
7TB,ElGordoQuePrograma,False,qdew1m,1634920985.0,4
urymasa1970,urymasa1970,True,qderf8,1634901660.0,4
bot_canillita,urymasa1970,True,qderf8,1634901689.0,2
tabareb,urymasa1970,True,qderf8,1634939749.0,1
estoxzeroo,urymasa1970,False,qderf8,1634942433.0,3
notzonan,ELCORSA,True,qde7la,1634899653.0,3
ELCORSA,notzonan,False,qde7la,1634899706.0,2
geniowe2002,ELCORSA,False,qde7la,1634957388.0,1
lito1515,random_daily_subject,True,qdbcge,1634898504.0,11
LeanNara,random_daily_subject,True,qdbcge,1634909537.0,7
DesdeMarte,random_daily_subject,True,qdbcge,1634903241.0,2
geniowe2002,random_daily_subject,True,qdbcge,1634935112.0,2
feluxxgamer,random_daily_subject,True,qdbcge,1634951535.0,2
AntiJotape,random_daily_subject,True,qdbcge,1634910881.0,6
uruguayandeuruguay,random_daily_subject,True,qdbcge,1634902555.0,2
ELCORSA,lito1515,False,qdbcge,1634899089.0,8
AdmiralKeg,LeanNara,False,qdbcge,1634926457.0,2
LeanNara,AdmiralKeg,False,qdbcge,1634928625.0,2
AdmiralKeg,LeanNara,False,qdbcge,1634928691.0,1
LeanNara,AdmiralKeg,False,qdbcge,1634929316.0,2
Gafhito,arpanonn,True,qdabr8,1634917807.0,4
Gobeltik,arpanonn,True,qdabr8,1634899180.0,2
Mr_Bolainas,arpanonn,True,qdabr8,1634902389.0,2
geniowe2002,arpanonn,True,qdabr8,1634883290.0,1
agusrofer,arpanonn,True,qdabr8,1634912904.0,1
The-H007,Gafhito,False,qdabr8,1634934962.0,1
arpanonn,Gobeltik,False,qdabr8,1634910229.0,1
arpanonn,Mr_Bolainas,False,qdabr8,1634910321.0,1
arpanonn,geniowe2002,False,qdabr8,1634910283.0,1
arpanonn,agusrofer,False,qdabr8,1634914512.0,1
Gobeltik,arpanonn,False,qdabr8,1634912354.0,1
Avenger001,arpanonn,False,qdabr8,1634921829.0,1
Gobeltik,Gobeltik,False,qdabr8,1634912436.0,1
arpanonn,Gobeltik,False,qdabr8,1634914544.0,1
Gobeltik,arpanonn,False,qdabr8,1634914870.0,1
Gobeltik,arpanonn,False,qdabr8,1634914937.0,1
arpanonn,Gobeltik,False,qdabr8,1634915471.0,1
Gobeltik,arpanonn,False,qdabr8,1634915575.0,1
arpanonn,Gobeltik,False,qdabr8,1634917465.0,2
ResearcherHawk446,imphi-me,True,qd81to,1634898074.0,8
bigdaddyjf,imphi-me,True,qd81to,1634916160.0,11
MakZoz-25,imphi-me,True,qd81to,1634902694.0,5
kelukeluke,imphi-me,True,qd81to,1634902074.0,1
Del_to_ya,imphi-me,True,qd81to,1634919484.0,-4
Morningstardom,Del_to_ya,False,qd81to,1634932163.0,1
bot_canillita,Ominous77,True,qd5x6d,1634864909.0,2
Fenris_uy,bot_canillita,False,qd5x6d,1634906023.0,1
Gustavo-SC,Fenris_uy,False,qd5x6d,1634907747.0,4
SVPPB,Fenris_uy,False,qd5x6d,1634934875.0,2
Fenris_uy,Gustavo-SC,False,qd5x6d,1634908023.0,2
Blasckk,Gustavo-SC,False,qd5x6d,1634914839.0,2
Gustavo-SC,Fenris_uy,False,qd5x6d,1634908179.0,6
pab3925,Fenris_uy,False,qd5x6d,1635005770.0,1
Gustavo-SC,Blasckk,False,qd5x6d,1634915853.0,-1
Fenris_uy,Gustavo-SC,False,qd5x6d,1634908678.0,4
Gustavo-SC,Fenris_uy,False,qd5x6d,1634908857.0,6
Fenris_uy,Gustavo-SC,False,qd5x6d,1634909515.0,3
AntiJotape,Fenris_uy,False,qd5x6d,1634910509.0,6
Fenris_uy,AntiJotape,False,qd5x6d,1634910729.0,4
AntiJotape,Fenris_uy,False,qd5x6d,1634911462.0,2
Fenris_uy,AntiJotape,False,qd5x6d,1634911688.0,5
AntiJotape,Fenris_uy,False,qd5x6d,1634911809.0,3
Gustavo-SC,AntiJotape,False,qd5x6d,1634916248.0,2
Lucas-P,FefiyoBread,True,qd5suy,1634910546.0,2
uruguay2609,Lucas-P,False,qd5suy,1634944364.0,1
